,key,stock,sold_out_date,sol_out_pred,date_sold_out_date,date_sold_out_pred,days_differ,correct_differ
4375,16761 38 2/3,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
4376,16763 38,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
4377,16763 39 1/3,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4378,16763 42,4.0,2018-01-30,2018-01-28,2018-01-30,2018-01-28,2 days 00:00:00.000000000,2
4379,16763 43 1/3,3.0,2018-01-15,2018-01-23,2018-01-15,2018-01-23,-8 days +00:00:00.000000000,8
4380,16763 44 2/3,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4381,16763 46,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
4382,16765 152,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4383,16765 164,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4384,16766 1 ( Junior),1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4385,16766 2 ( Senior ),1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4386,16770 M,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4387,16770 XL,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4388,16780 40,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4389,16780 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4390,16780 43,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4391,16780 44,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4392,16780 46,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4393,16780 47,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4394,16784 3,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4395,16785 S,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4396,16786 39,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4397,16788 L ( 42-47 ),3.0,2018-01-10,2018-01-23,2018-01-10,2018-01-23,-13 days +00:00:00.000000000,13
4398,16797 140,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4399,16797 164,3.0,2018-01-29,2018-01-23,2018-01-29,2018-01-23,6 days 00:00:00.000000000,6
4400,16797 176,4.0,2018-01-30,2018-01-28,2018-01-30,2018-01-28,2 days 00:00:00.000000000,2
4401,16799 L ( 152-158 ),11.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
4402,16799 M ( 140-152 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4403,16799 S ( 128-140 ),6.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
4404,16799 XL ( 158-170 ),8.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
4405,16799 XS ( 116-128 ),1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4406,16804 L,4.0,2018-01-07,2018-01-28,2018-01-07,2018-01-28,-21 days +00:00:00.000000000,21
4407,16804 M,17.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
4408,16804 XL,3.0,2018-01-15,2018-01-23,2018-01-15,2018-01-23,-8 days +00:00:00.000000000,8
4409,16806 L,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4410,16806 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4411,16812 41,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4412,16812 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4413,16812 43,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4414,16812 44,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4415,16817 152,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4416,16817 164,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
4417,16818 2XL,4.0,2018-01-30,2018-01-28,2018-01-30,2018-01-28,2 days 00:00:00.000000000,2
4418,16818 L,18.0,2018-01-05,2018-01-22,2018-01-05,2018-01-22,-17 days +00:00:00.000000000,17
4419,16818 S,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4420,16818 XL,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
4421,16826 140,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
4422,16826 152,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
4423,16826 164,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4424,16827 L,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4425,16827 M,2.0,2018-01-03,2018-01-17,2018-01-03,2018-01-17,-14 days +00:00:00.000000000,14
4426,16827 S,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4427,16827 XL,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4428,16835 43,2.0,2018-01-18,2018-01-17,2018-01-18,2018-01-17,1 days 00:00:00.000000000,1
4429,16837 M,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
4430,16842 2XL,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4431,16842 L,5.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
4432,16842 M,5.0,2018-01-07,2018-01-22,2018-01-07,2018-01-22,-15 days +00:00:00.000000000,15
4433,16842 S,7.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
4434,16842 XL,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4435,16847 42,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4436,16848 2XL,4.0,2018-01-13,2018-01-28,2018-01-13,2018-01-28,-15 days +00:00:00.000000000,15
4437,16848 L,3.0,2018-01-02,2018-01-23,2018-01-02,2018-01-23,-21 days +00:00:00.000000000,21
4438,16848 M,34.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
4439,16848 S,4.0,2018-01-03,2018-01-28,2018-01-03,2018-01-28,-25 days +00:00:00.000000000,25
4440,16848 XL,5.0,2018-01-02,2018-01-22,2018-01-02,2018-01-22,-20 days +00:00:00.000000000,20
4441,16850 43 1/3,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
4442,16850 44,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4443,16850 47 1/3,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4444,16853 L,9.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
4445,16853 M,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
4446,16853 S,2.0,2018-01-03,2018-01-17,2018-01-03,2018-01-17,-14 days +00:00:00.000000000,14
4447,16853 XL,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
4448,16854 34,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4449,16854 36,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4450,16868 L,3.0,2018-01-29,2018-01-23,2018-01-29,2018-01-23,6 days 00:00:00.000000000,6
4451,16868 M,2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
4452,16868 S,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4453,16868 XL,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4454,16872 2 ( 37-39 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4455,16872 3 ( 40-42 ),8.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
4456,16872 4 ( 43-45 ),11.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
4457,16872 5 ( 46-48 ),1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4458,16876 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4459,16877 2XL,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
4460,16877 L,70.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
4461,16877 M,4.0,2018-01-07,2018-01-28,2018-01-07,2018-01-28,-21 days +00:00:00.000000000,21
4462,16877 S,17.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
4463,16877 XL,8.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
4464,16878 41,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4465,16882 7,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4466,16882 8,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4467,16885 36 2/3,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4468,16885 38,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4469,16889 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4470,16893 L,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4471,16894 140,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4472,16894 164,3.0,2018-01-17,2018-01-23,2018-01-17,2018-01-23,-6 days +00:00:00.000000000,6
4473,16902 2XL,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4474,16902 L,11.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
4475,16902 M,12.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4476,16902 S,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
4477,16902 XL,7.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
4478,16907 L,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
4479,16911 44,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4480,16912 164,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4481,16916 38 2/3,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4482,16916 39 1/3,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4483,16916 40,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4484,16916 40 2/3,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4485,16918 45,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4486,16923 L,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4487,16923 M,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4488,16923 XL,3.0,2018-01-21,2018-01-23,2018-01-21,2018-01-23,-2 days +00:00:00.000000000,2
4489,16925 XL,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4490,16929 43,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4491,16929 44,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4492,16931 42 2/3,5.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4493,16931 46,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4494,16932 L,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4495,16932 M,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4496,16932 XL,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4497,16942 116,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4498,16942 128,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4499,16942 140,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4500,16942 152,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4501,16942 164,3.0,2018-01-14,2018-01-23,2018-01-14,2018-01-23,-9 days +00:00:00.000000000,9
4502,16943 40,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
4503,16949 M,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4504,16950 38,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4505,16950 42,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4506,16950 44 2/3,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4507,16951 39,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
4508,16951 40,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
4509,16954 41 1/3,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4510,16954 44,2.0,2018-01-02,2018-01-17,2018-01-02,2018-01-17,-15 days +00:00:00.000000000,15
4511,16954 44 2/3,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4512,16954 46,2.0,2018-01-06,2018-01-17,2018-01-06,2018-01-17,-11 days +00:00:00.000000000,11
4513,16963 S,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
4514,16964 M,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4515,16968 M,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4516,16970 L,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
4517,16970 M,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
4518,16971 1 ( 33-36 ),1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4519,16971 2 ( 37-40 ),3.0,2018-01-19,2018-01-23,2018-01-19,2018-01-23,-4 days +00:00:00.000000000,4
4520,16971 3 ( 41-43 ),18.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
4521,16976 3XL,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4522,16976 L,12.0,2018-01-07,2018-01-22,2018-01-07,2018-01-22,-15 days +00:00:00.000000000,15
4523,16976 M,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
4524,16976 S,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4525,16976 XL,7.0,2018-01-13,2018-01-22,2018-01-13,2018-01-22,-9 days +00:00:00.000000000,9
4526,16978 4 ( 39-42 ),5.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
4527,16978 5 ( 43-46 ),4.0,2018-01-16,2018-01-28,2018-01-16,2018-01-28,-12 days +00:00:00.000000000,12
4528,16979 152,2.0,2018-01-13,2018-01-17,2018-01-13,2018-01-17,-4 days +00:00:00.000000000,4
4529,16979 164,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4530,16980 S,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
4531,16982 41,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4532,16982 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4533,16982 43,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4534,16984 L,8.0,2018-01-24,2018-01-22,2018-01-24,2018-01-22,2 days 00:00:00.000000000,2
4535,16984 M,17.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
4536,16984 S,4.0,2018-01-24,2018-01-28,2018-01-24,2018-01-28,-4 days +00:00:00.000000000,4
4537,16984 XL,4.0,2018-01-24,2018-01-28,2018-01-24,2018-01-28,-4 days +00:00:00.000000000,4
4538,16992 2XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4539,16992 L,6.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
4540,16992 M,6.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
4541,16992 S,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4542,16992 XL,4.0,2018-01-27,2018-01-28,2018-01-27,2018-01-28,-1 days +00:00:00.000000000,1
4543,16993 2XL,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4544,16993 L,16.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4545,16993 M,21.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
4546,16993 S,15.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
4547,16993 XL,4.0,2018-01-22,2018-01-28,2018-01-22,2018-01-28,-6 days +00:00:00.000000000,6
4548,16996 43,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4549,17009 2XL,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4550,17009 L,9.0,2018-01-26,2018-01-22,2018-01-26,2018-01-22,4 days 00:00:00.000000000,4
4551,17009 M,18.0,2018-01-26,2018-01-22,2018-01-26,2018-01-22,4 days 00:00:00.000000000,4
4552,17009 S,3.0,2018-01-26,2018-01-23,2018-01-26,2018-01-23,3 days 00:00:00.000000000,3
4553,17009 XL,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4554,17012 L,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4555,17012 S,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4556,17012 XL,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4557,17013 XL ( 158-170 ),1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4558,17018 164,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
4559,17019 L,14.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
4560,17019 M,7.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
4561,17019 S,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4562,17019 XL,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4563,17024 L,3.0,2018-01-21,2018-01-23,2018-01-21,2018-01-23,-2 days +00:00:00.000000000,2
4564,17024 M,8.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
4565,17024 XL,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4566,17026 2XL,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4567,17026 L,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
4568,17026 M,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
4569,17026 S,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4570,17026 XL,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4571,17027 M,3.0,2018-01-21,2018-01-23,2018-01-21,2018-01-23,-2 days +00:00:00.000000000,2
4572,17029 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4573,17029 43,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
4574,17029 44,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
4575,17029 45,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
4576,17029 46,2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
4577,17029 47,2.0,2018-01-09,2018-01-17,2018-01-09,2018-01-17,-8 days +00:00:00.000000000,8
4578,17030 M,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
4579,17035 L,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4580,17035 M,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4581,17035 S,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4582,17037 43,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4583,17045 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4584,17045 M,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4585,17046 2 ( 37-39 ),2.0,2018-01-06,2018-01-17,2018-01-06,2018-01-17,-11 days +00:00:00.000000000,11
4586,17046 4 ( 43-45 ),1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4587,17050 2XL,6.0,2018-01-09,2018-01-22,2018-01-09,2018-01-22,-13 days +00:00:00.000000000,13
4588,17050 L,24.0,2018-01-05,2018-01-22,2018-01-05,2018-01-22,-17 days +00:00:00.000000000,17
4589,17050 M,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4590,17050 S,28.0,2018-01-21,2018-01-22,2018-01-21,2018-01-22,-1 days +00:00:00.000000000,1
4591,17050 XL,13.0,2018-01-08,2018-01-22,2018-01-08,2018-01-22,-14 days +00:00:00.000000000,14
4592,17061 L ( 152-158 ),1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4593,17061 XL ( 158-170 ),2.0,2018-01-28,2018-01-17,2018-01-28,2018-01-17,11 days 00:00:00.000000000,11
4594,17067 S,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
4595,17069 164,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
4596,17075 L,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
4597,17075 M,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4598,17075 XL,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
4599,17076 43 1/3,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4600,17076 45 1/3,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4601,17077 43,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
4602,17085 M (38 - 42),1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4603,17087 2 ( 31-34 ),1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4604,17087 4 ( 39-42 ),4.0,2018-01-31,2018-01-28,2018-01-31,2018-01-28,3 days 00:00:00.000000000,3
4605,17087 5 ( 43-46 ),1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4606,17087 6 ( 47-50 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4607,17088 L,5.0,2018-01-26,2018-01-22,2018-01-26,2018-01-22,4 days 00:00:00.000000000,4
4608,17088 M,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4609,17095 45,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4610,17097 43,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4611,17101 L,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4612,17101 M,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4613,17103 140,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
4614,17103 164,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4615,17104 45,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
